color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Title,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,SciFi,Sport,Thriller,War,Western,Profit
Color,Shawn Levy,327.0,127.0,189.0,544.0,Torey_Michael_Adkins,20000.0,85463309.0,Hugh_Jackman,Real Steel ,254841,22254,Olga_Fonda,1.0,arena|boxing|boxing movie|robot|robot battle,http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1,426.0,English,USA,PG-13,110000000.0,2011.0,929.0,7.1,2.35,36000,Real_Steel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-24536691.0
Color,Raja Gosnell,125.0,105.0,67.0,40.0,Nancy_O'Dell,681.0,71017784.0,Jacob_Tremblay,The Smurfs 2 ,27257,914,Vanessa_Matsui,3.0,based on cartoon|box office hit|no opening credits|sequel|smurf,http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1,59.0,English,USA,PG,105000000.0,2013.0,71.0,5.4,1.85,0,The_Smurfs_2,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-33982216.0
Color,Gavin Hood,326.0,114.0,151.0,430.0,Moises_Arias,11000.0,61656849.0,Harrison_Ford,Ender's Game ,184561,12908,Aramis_Knight,4.0,alien|future|manipulation|simulation|training,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1,554.0,English,USA,PG-13,110000000.0,2013.0,635.0,6.7,2.35,123000,Enders_Game,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-48343151.0
Color,Ridley Scott,568.0,151.0,0.0,372.0,Donald_Glover,13000.0,228430993.0,Matt_Damon,The Martian ,472488,14831,Benedict_Wong,1.0,astronaut|international cooperation|left for dead|nasa|space habitat,http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1,1023.0,English,USA,PG-13,108000000.0,2015.0,801.0,8.1,2.35,153000,The_Martian,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,120430993.0
Color,Paul Weitz,180.0,98.0,80.0,708.0,Blythe_Danner,22000.0,148383780.0,Robert_De_Niro,Little Fockers ,85531,24082,Teri_Polo,10.0,birthday|critically bashed|male nurse|nurse|suspicion,http://www.imdb.com/title/tt0970866/?ref_=fn_tt_tt_1,152.0,English,USA,PG-13,100000000.0,2010.0,713.0,5.5,1.85,0,Little_Fockers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48383780.0
Color,Adam McKay,265.0,116.0,285.0,107.0,Will_Ferrell,12000.0,119219978.0,Dwayne_Johnson,The Other Guys ,189806,20233,Derek_Jeter,2.0,capitalist|detective|investigation|new york city|police,http://www.imdb.com/title/tt1386588/?ref_=fn_tt_tt_1,316.0,English,USA,PG-13,100000000.0,2010.0,8000.0,6.7,2.35,16000,The_Other_Guys,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19219978.0
Color,Quentin Tarantino,765.0,165.0,16000.0,265.0,Christoph_Waltz,29000.0,162804648.0,Leonardo_DiCaprio,Django Unchained ,955174,40978,Ato_Essandoh,1.0,dynamite|historically inaccurate|ku klux klan|n word|slavery,http://www.imdb.com/title/tt1853728/?ref_=fn_tt_tt_1,1193.0,English,USA,R,100000000.0,2012.0,11000.0,8.5,2.35,199000,Django_Unchained,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,62804648.0
Color,Simon West,383.0,103.0,165.0,13000.0,Sylvester_Stallone,26000.0,85017401.0,Jason_Statham,The Expendables 2 ,246803,57881,Bruce_Willis,3.0,church|hostage|mine|plutonium|revenge,http://www.imdb.com/title/tt1764651/?ref_=fn_tt_tt_1,474.0,English,USA,R,92000000.0,2012.0,13000.0,6.7,2.35,108000,The_Expendables_2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6982599.0
Color,Chris Wedge,203.0,102.0,77.0,120.0,Emma_Kenney,14000.0,107515297.0,Josh_Hutcherson,Epic ,85833,14552,Troy_Evans,2.0,father daughter relationship|forest|miniature person|shrinking|sword and fantasy,http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1,113.0,English,USA,PG,100000000.0,2013.0,151.0,6.7,2.35,17000,Epic,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7515297.0
Color,Florian Henckel von Donnersmarck,321.0,103.0,207.0,3000.0,Angelina_Jolie_Pitt,40000.0,67631157.0,Johnny_Depp,The Tourist ,176598,55175,Rufus_Sewell,0.0,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,374.0,English,USA,PG-13,100000000.0,2010.0,11000.0,6.0,2.35,25000,The_Tourist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-32368843.0
Color,Martin Scorsese,606.0,240.0,17000.0,4000.0,Matthew_McConaughey,29000.0,116866727.0,Leonardo_DiCaprio,The Wolf of Wall Street ,780588,46057,Jon_Favreau,3.0,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1,1138.0,English,USA,R,100000000.0,2013.0,11000.0,8.2,2.35,138000,The_Wolf_of_Wall_Street,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16866727.0
Color,Tom Tykwer,511.0,172.0,670.0,1000.0,Jim_Sturgess,15000.0,27098580.0,Tom_Hanks,Cloud Atlas ,284825,22686,Jim_Broadbent,5.0,composer|future|letter|nonlinear timeline|nursing home,http://www.imdb.com/title/tt1371111/?ref_=fn_tt_tt_1,828.0,English,Germany,R,102000000.0,2012.0,5000.0,7.5,2.35,124000,Cloud_Atlas,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-74901420.0
Color,Zack Snyder,188.0,101.0,0.0,577.0,Richard_Roxburgh,2000.0,55673333.0,Abbie_Cornish,Legend of the Guardians: The Owls of Ga'Hoole ,65785,4286,Anthony_LaPaglia,1.0,barn owl|escape|owl|ruler|soldier,http://www.imdb.com/title/tt1219342/?ref_=fn_tt_tt_1,160.0,English,USA,PG,80000000.0,2010.0,653.0,7.0,2.35,16000,Legend_of_the_Guardians_The_Owls_of_GaHoole,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-24326667.0
Color,Brett Ratner,245.0,101.0,420.0,467.0,Rufus_Sewell,12000.0,72660029.0,Dwayne_Johnson,Hercules ,115687,16235,Ingrid_Bolsø_Berdal,0.0,army|greek mythology|hercules|king|mercenary,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,269.0,English,USA,PG-13,100000000.0,2014.0,3000.0,6.0,2.35,21000,Hercules,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27339971.0
Color,Patrick Hughes,320.0,131.0,385.0,11000.0,Sylvester_Stallone,26000.0,39292022.0,Jason_Statham,The Expendables 3 ,127258,52610,Harrison_Ford,15.0,battle|fight|mission|pg 13 sequel to r rated franchise|rescue,http://www.imdb.com/title/tt2333784/?ref_=fn_tt_tt_1,351.0,English,USA,PG-13,90000000.0,2014.0,13000.0,6.1,2.35,56000,The_Expendables_3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-50707978.0
Color,Ericson Core,163.0,114.0,19.0,848.0,Edgar_Ramírez,1000.0,28772222.0,Ray_Winstone,Point Break ,33953,3962,Delroy_Lindo,1.0,athlete|extreme sports|fbi|fbi agent|heist,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1,163.0,English,USA,PG-13,105000000.0,2015.0,897.0,5.3,2.35,37000,Point_Break,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-76227778.0
Color,Ron Howard,289.0,122.0,2000.0,571.0,Benjamin_Walker,26000.0,24985612.0,Chris_Hemsworth,In the Heart of the Sea ,71782,28328,Frank_Dillane,0.0,emaciation|ship|starvation|vomiting|whale,http://www.imdb.com/title/tt1390411/?ref_=fn_tt_tt_1,161.0,English,USA,PG-13,100000000.0,2015.0,911.0,7.0,1.85,27000,In_the_Heart_of_the_Sea,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-75014388.0
Color,Paul Greengrass,266.0,115.0,521.0,95.0,Sean_Huze,13000.0,35024475.0,Matt_Damon,Green Zone ,110364,13761,Igal_Naor,1.0,cia|iraq|iraqi|political military conspiracy|weapon of mass destruction,http://www.imdb.com/title/tt0947810/?ref_=fn_tt_tt_1,261.0,English,France,R,100000000.0,2010.0,537.0,6.9,2.35,0,Green_Zone,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-64975525.0
Color,Steve Martino,208.0,88.0,20.0,36.0,Venus_Schultheis,144.0,130174897.0,Francesca_Capaldi,The Peanuts Movie ,27918,309,Bill_Melendez,0.0,dog|girl|imagination|peanuts|red hair,http://www.imdb.com/title/tt2452042/?ref_=fn_tt_tt_1,155.0,English,USA,G,99000000.0,2015.0,42.0,7.2,1.85,33000,The_Peanuts_Movie,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31174897.0
Color,Yimou Zhang,136.0,146.0,611.0,28.0,Ni_Ni,23000.0,9213.0,Christian_Bale,The Flowers of War ,38690,23240,Shigeo_Kobayashi,2.0,abusive stepfather|attempted rape|food shortage|sexual abuse|starving child,http://www.imdb.com/title/tt1410063/?ref_=fn_tt_tt_1,130.0,Mandarin,China,R,94000000.0,2011.0,196.0,7.6,2.35,13000,The_Flowers_of_War,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,-93990787.0
Color,Jay Roach,255.0,85.0,116.0,329.0,Thomas_Middleditch,8000.0,86897182.0,Will_Ferrell,The Campaign ,106790,9271,Katherine_LaNasa,0.0,campaigning|congressman|north carolina|title at the end|u.s. congressman,http://www.imdb.com/title/tt1790886/?ref_=fn_tt_tt_1,177.0,English,USA,R,95000000.0,2012.0,331.0,6.2,1.85,18000,The_Campaign,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8102818.0
Color,Michael Patrick King,221.0,146.0,127.0,722.0,Liza_Minnelli,962.0,95328937.0,Chris_Noth,Sex and the City 2 ,59581,4555,Kristin_Davis,4.0,abu dhabi|box office hit|muslim|nanny|united arab emirates,http://www.imdb.com/title/tt1261945/?ref_=fn_tt_tt_1,293.0,English,USA,R,100000000.0,2010.0,740.0,4.3,1.85,0,Sex_and_the_City_2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-4671063.0
Color,Steve Martino,233.0,88.0,20.0,916.0,Josh_Gad,22000.0,161317423.0,Peter_Dinklage,Ice Age: Continental Drift ,145321,25354,Drake,0.0,acorn|herd|iceberg|ocean|pirate,http://www.imdb.com/title/tt1667889/?ref_=fn_tt_tt_1,139.0,English,USA,PG,95000000.0,2012.0,1000.0,6.6,2.35,14000,Ice_Age_Continental_Drift,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66317423.0
Color,Kenneth Branagh,343.0,105.0,0.0,502.0,Derek_Jacobi,2000.0,201148159.0,Hayley_Atwell,Cinderella ,103737,4671,Lily_James,1.0,dress|duke|fairy godmother|fairy tale|pumpkin,http://www.imdb.com/title/tt1661199/?ref_=fn_tt_tt_1,322.0,English,USA,PG,95000000.0,2015.0,520.0,7.0,2.35,56000,Cinderella,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,106148159.0
Color,Sergey Bodrov,175.0,102.0,44.0,766.0,Djimon_Hounsou,12000.0,17176900.0,Jeff_Bridges,Seventh Son ,54501,17098,Olivia_Williams,4.0,apprentice|demon|exorcism|master apprentice relationship|witch,http://www.imdb.com/title/tt1121096/?ref_=fn_tt_tt_1,154.0,English,USA,PG-13,95000000.0,2014.0,3000.0,5.5,2.35,16000,Seventh_Son,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-77823100.0
Color,Wally Pfister,355.0,119.0,0.0,968.0,Morgan_Freeman,40000.0,23014504.0,Johnny_Depp,Transcendence ,172707,54031,Clifton_Collins_Jr.,1.0,artificial intelligence|consciousness|power outage|scientist|technology,http://www.imdb.com/title/tt2209764/?ref_=fn_tt_tt_1,462.0,English,UK,PG-13,100000000.0,2014.0,11000.0,6.3,2.35,37000,Transcendence,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,-76985496.0
Color,Rupert Wyatt,529.0,105.0,81.0,779.0,David_Oyelowo,11000.0,176740650.0,James_Franco,Rise of the Planet of the Apes ,403836,13118,Tyler_Labine,0.0,alzheimer's disease|ape|chimpanzee|fire|when animals attack,http://www.imdb.com/title/tt1318514/?ref_=fn_tt_tt_1,646.0,English,USA,PG-13,93000000.0,2011.0,1000.0,7.6,2.35,47000,Rise_of_the_Planet_of_the_Apes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,83740650.0
Color,John Moore,412.0,101.0,212.0,476.0,Cole_Hauser,13000.0,67344392.0,Bruce_Willis,A Good Day to Die Hard ,165618,15481,Megalyn_Echikunwoke,2.0,bomb|cia|courthouse|escape|russian,http://www.imdb.com/title/tt1606378/?ref_=fn_tt_tt_1,503.0,English,USA,R,92000000.0,2013.0,787.0,5.3,1.85,66000,A_Good_Day_to_Die_Hard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-24655608.0
Color,Chris Columbus,217.0,118.0,0.0,1000.0,Rosario_Dawson,8000.0,88761720.0,Logan_Lerman,Percy Jackson & the Olympians: The Lightning Thief ,141179,14024,Steve_Coogan,0.0,greek|lightning|lightning bolt|poseidon|teenager,http://www.imdb.com/title/tt0814255/?ref_=fn_tt_tt_1,419.0,English,UK,PG,95000000.0,2010.0,3000.0,5.9,2.35,9000,Percy_Jackson_&_the_Olympians_The_Lightning_Thief,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-6238280.0
Color,Tony Scott,316.0,98.0,12000.0,1000.0,Rosario_Dawson,18000.0,81557479.0,Denzel_Washington,Unstoppable ,149947,25780,Ethan_Suplee,1.0,freight train|race against time|runaway train|train|train engineer,http://www.imdb.com/title/tt0477080/?ref_=fn_tt_tt_1,326.0,English,USA,PG-13,100000000.0,2010.0,3000.0,6.8,2.35,18000,Unstoppable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-18442521.0
Color,Ben Stiller,362.0,114.0,0.0,423.0,Adrian_Martinez,3000.0,58229120.0,Adam_Scott,The Secret Life of Walter Mitty ,236421,5095,Joey_Slotnick,1.0,daydream|life magazine|magazine|photographer|snow leopard,http://www.imdb.com/title/tt0359950/?ref_=fn_tt_tt_1,515.0,English,USA,PG,90000000.0,2013.0,806.0,7.3,2.35,70000,The_Secret_Life_of_Walter_Mitty,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-31770880.0
Color,David Fincher,517.0,158.0,21000.0,585.0,Goran_Visnjic,18000.0,102515793.0,Robin_Wright,The Girl with the Dragon Tattoo ,330152,20388,Joely_Richardson,1.0,computer hacker|hacker|investigation|journalist|punk,http://www.imdb.com/title/tt1568346/?ref_=fn_tt_tt_1,632.0,English,USA,R,90000000.0,2011.0,1000.0,7.8,2.35,54000,The_Girl_with_the_Dragon_Tattoo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,12515793.0
Color,Walt Becker,70.0,92.0,12.0,1000.0,Joshua_Mikel,35000.0,85884815.0,Bella_Thorne,Alvin and the Chipmunks: The Road Chip ,9418,38450,Jesse_McCartney,0.0,chipmunk|highway travel|on the road|plane|road movie,http://www.imdb.com/title/tt2974918/?ref_=fn_tt_tt_1,53.0,English,USA,PG,90000000.0,2015.0,1000.0,5.0,1.85,0,Alvin_and_the_Chipmunks_The_Road_Chip,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-4115185.0
Color,Chris Columbus,253.0,106.0,0.0,1000.0,Adam_Sandler,22000.0,78747585.0,Peter_Dinklage,Pixels ,89770,35367,Josh_Gad,0.0,alien|arcade game|chase|driving in reverse|video gamer,http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1,342.0,English,USA,PG-13,88000000.0,2015.0,11000.0,5.6,2.35,39000,Pixels,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-9252415.0
Color,Thor Freudenthal,183.0,106.0,87.0,918.0,Leven_Rambin,8000.0,68558662.0,Logan_Lerman,Percy Jackson: Sea of Monsters ,86627,10882,Brandon_T._Jackson,0.0,golden fleece|half brother|magical tree|sea|tree,http://www.imdb.com/title/tt1854564/?ref_=fn_tt_tt_1,204.0,English,USA,PG,90000000.0,2013.0,956.0,5.9,2.35,28000,Percy_Jackson_Sea_of_Monsters,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-21441338.0
Color,Jon M. Chu,196.0,129.0,209.0,886.0,Morgan_Freeman,11000.0,64685359.0,Daniel_Radcliffe,Now You See Me 2 ,40862,23031,Sanaa_Lathan,6.0,card trick|london england|magician|rain machine|rooftop,http://www.imdb.com/title/tt3110958/?ref_=fn_tt_tt_1,139.0,English,USA,PG-13,90000000.0,2016.0,11000.0,6.9,2.35,15000,Now_You_See_Me_2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-25314641.0
Color,Carlos Saldanha,240.0,96.0,107.0,350.0,Wanda_Sykes,11000.0,143618384.0,Anne_Hathaway,Rio ,165333,12071,Will.i.am,0.0,bird|brazilian|cockatoo|macaw|minnesota,http://www.imdb.com/title/tt1436562/?ref_=fn_tt_tt_1,186.0,English,USA,G,90000000.0,2011.0,560.0,7.0,2.35,19000,Rio,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,53618384.0
Color,Andrey Konchalovskiy,47.0,110.0,96.0,554.0,Nathan_Lane,887.0,190562.0,Shirley_Henderson,The Nutcracker in 3D ,2508,2728,Richard_E._Grant,0.0,box office flop|christmas|christmas eve|critically bashed|toy comes to life,http://www.imdb.com/title/tt1041804/?ref_=fn_tt_tt_1,24.0,English,UK,PG,90000000.0,2010.0,886.0,4.4,2.35,788,The_Nutcracker_in_3D,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-89809438.0
Color,Paul W.S. Anderson,228.0,110.0,545.0,5000.0,Logan_Lerman,14000.0,20315324.0,Milla_Jovovich,The Three Musketeers ,88542,27694,Orlando_Bloom,8.0,box office flop|cardinal richelieu|critically bashed|duel|musketeer,http://www.imdb.com/title/tt1509767/?ref_=fn_tt_tt_1,254.0,English,Germany,PG-13,75000000.0,2011.0,8000.0,5.8,2.35,19000,The_Three_Musketeers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-54684676.0
Color,Genndy Tartakovsky,256.0,91.0,266.0,11000.0,Adam_Sandler,12000.0,148313048.0,Steve_Buscemi,Hotel Transylvania ,164148,37142,Jon_Lovitz,2.0,dracula|hotel|invisible man|monster|transylvania,http://www.imdb.com/title/tt0837562/?ref_=fn_tt_tt_1,168.0,English,USA,PG,85000000.0,2012.0,11000.0,7.1,1.85,28000,Hotel_Transylvania,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,63313048.0
Color,Daniel Espinosa,298.0,115.0,79.0,820.0,Ryan_Reynolds,18000.0,126149655.0,Denzel_Washington,Safe House ,166693,36237,Sam_Shepard,1.0,cia|cia agent|consulate|on the run|safe house,http://www.imdb.com/title/tt1599348/?ref_=fn_tt_tt_1,276.0,English,USA,R,85000000.0,2012.0,16000.0,6.8,2.35,19000,Safe_House,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,41149655.0
Color,Brett Ratner,236.0,104.0,420.0,535.0,Gabourey_Sidibe,2000.0,78009155.0,Matthew_Broderick,Tower Heist ,110073,3768,Judd_Hirsch,5.0,apartment|fbi|fraud|heist|manager,http://www.imdb.com/title/tt0471042/?ref_=fn_tt_tt_1,194.0,English,USA,PG-13,75000000.0,2011.0,906.0,6.2,2.35,0,Tower_Heist,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3009155.0
Color,Neil Burger,459.0,139.0,168.0,1000.0,Theo_James,14000.0,150832203.0,Kate_Winslet,Divergent ,341058,22226,Mekhi_Phifer,2.0,army|brother sister relationship|dystopia|father son relationship|narrated by character,http://www.imdb.com/title/tt1840309/?ref_=fn_tt_tt_1,713.0,English,USA,PG-13,85000000.0,2014.0,5000.0,6.7,2.35,49000,Divergent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,65832203.0
Color,Sarah Smith,190.0,97.0,6.0,561.0,Imelda_Staunton,1000.0,46440491.0,Jim_Broadbent,Arthur Christmas ,35446,2707,Michael_Palin,1.0,christmas|christmas eve|elf|high tech|resentment,http://www.imdb.com/title/tt1430607/?ref_=fn_tt_tt_1,78.0,English,UK,PG,100000000.0,2011.0,579.0,7.1,1.85,0,Arthur_Christmas,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-53559509.0
Color,Tarsem Singh,382.0,106.0,763.0,809.0,Nathan_Lane,8000.0,64933670.0,Julia_Roberts,Mirror Mirror ,70838,11454,Danny_Woodburn,1.0,kingdom|prince|princess|queen|snow,http://www.imdb.com/title/tt1667353/?ref_=fn_tt_tt_1,208.0,English,USA,PG,85000000.0,2012.0,886.0,5.6,1.85,18000,Mirror_Mirror,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-20066330.0
Color,Edgar Wright,393.0,112.0,1000.0,719.0,Kieran_Culkin,10000.0,31494270.0,Anna_Kendrick,Scott Pilgrim vs. the World ,273921,12687,Ellen_Wong,0.0,band|dating|high school|hipster|rock band,http://www.imdb.com/title/tt0446029/?ref_=fn_tt_tt_1,522.0,English,USA,PG-13,60000000.0,2010.0,1000.0,7.5,1.85,36000,Scott_Pilgrim_vs_the_World,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-28505730.0
Color,Pete Travis,432.0,95.0,38.0,20.0,Jason_Cope,409.0,13401683.0,Wood_Harris,Dredd ,203458,578,Rakie_Ayola,0.0,brutality|dark humor|female antagonist|female warrior|post apocalypse,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,588.0,English,UK,R,35000000.0,2012.0,107.0,7.1,2.35,46000,Dredd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-21598317.0
Color,Brad Peyton,91.0,82.0,62.0,615.0,Sean_Hayes,975.0,43575716.0,Jack_McBrayer,Cats & Dogs: The Revenge of Kitty Galore ,10233,3326,Katt_Williams,0.0,cartoon on tv|cat|dog|kitty|special agent,http://www.imdb.com/title/tt1287468/?ref_=fn_tt_tt_1,63.0,English,USA,PG,85000000.0,2010.0,760.0,4.3,1.85,0,Cats_&_Dogs_The_Revenge_of_Kitty_Galore,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-41424284.0
Color,Sylvester Stallone,424.0,113.0,13000.0,5000.0,Sylvester_Stallone,26000.0,102981571.0,Jason_Statham,The Expendables ,270226,46355,Jet_Li,9.0,action hero|assassination attempt|explosion|machine gun|rescue mission,http://www.imdb.com/title/tt1320253/?ref_=fn_tt_tt_1,741.0,English,USA,R,80000000.0,2010.0,13000.0,6.5,2.35,57000,The_Expendables,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22981571.0
Color,Gary Ross,673.0,142.0,378.0,575.0,Josh_Hutcherson,34000.0,407999255.0,Jennifer_Lawrence,The Hunger Games ,701607,49942,Anthony_Reynolds,0.0,fight to the death|game|massacre|self survival|suicide attempt,http://www.imdb.com/title/tt1392170/?ref_=fn_tt_tt_1,1959.0,English,USA,PG-13,78000000.0,2012.0,14000.0,7.3,2.35,140000,The_Hunger_Games,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,329999255.0
Color,Todd Phillips,383.0,102.0,480.0,461.0,Mason_Lee,14000.0,254455986.0,Bradley_Cooper,The Hangover Part II ,375879,16143,Mike_Tyson,0.0,hotel|male frontal nudity|pubic hair|thailand|wedding,http://www.imdb.com/title/tt1411697/?ref_=fn_tt_tt_1,402.0,English,USA,R,80000000.0,2011.0,670.0,6.5,2.35,56000,The_Hangover_Part_II,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174455986.0
Color,Dean Parisot,234.0,116.0,23.0,110.0,Anthony_Hopkins,13000.0,53215979.0,Bruce_Willis,RED 2 ,125036,25220,Garrick_Hagon,7.0,cia|cia agent|rescue|russian|team,http://www.imdb.com/title/tt1821694/?ref_=fn_tt_tt_1,205.0,English,USA,PG-13,84000000.0,2013.0,12000.0,6.7,2.35,22000,RED_2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-30784021.0
Color,Mike Mitchell,91.0,87.0,31.0,733.0,Jesse_McCartney,1000.0,133103929.0,Amy_Poehler,Alvin and the Chipmunks: Chipwrecked ,22838,4073,Lauren_Gottlieb,0.0,chipmunk|cruise ship|football ball|overboard|tennis ball,http://www.imdb.com/title/tt1615918/?ref_=fn_tt_tt_1,56.0,English,USA,G,75000000.0,2011.0,1000.0,4.4,1.85,0,Alvin_and_the_Chipmunks_Chipwrecked,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,58103929.0
Color,Dennis Dugan,139.0,101.0,221.0,11000.0,Adam_Sandler,12000.0,133668525.0,Steve_Buscemi,Grown Ups 2 ,107817,39269,Jon_Lovitz,4.0,belching|number in title|party|reference to nicki minaj|sneezing,http://www.imdb.com/title/tt2191701/?ref_=fn_tt_tt_1,255.0,English,USA,PG-13,80000000.0,2013.0,11000.0,5.4,1.85,14000,Grown_Ups_2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53668525.0
Color,Martin Scorsese,490.0,138.0,17000.0,163.0,Joseph_Sikora,29000.0,127968405.0,Leonardo_DiCaprio,Shutter Island ,786092,29585,Nellie_Sciutto,0.0,female prisoner|plot twist|self delusion|surprise ending|year 1954,http://www.imdb.com/title/tt1130884/?ref_=fn_tt_tt_1,964.0,English,USA,R,80000000.0,2010.0,223.0,8.1,2.35,53000,Shutter_Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47968405.0
